Canopy,Longitude,Latitude
0,-97.099102,49.795902
1,-97.00394,49.874381
0,-97.040904,49.936006
0,-97.12899,49.972813
0,-97.076339,49.909555
0,-97.013715,49.89717
0,-97.29625,49.907129
0,-97.005797,49.874351
0,-97.237485,49.899148
0,-97.150631,49.869131
0,-97.114961,49.959665
0,-97.139439,49.978132
0,-97.141645,49.88959
0,-97.135258,49.86623
0,-97.223711,49.868961
0,-97.198578,49.778985
0,-97.118423,49.955289
0,-97.016536,49.892007
0,-97.182605,49.741294
0,-97.182553,49.763255
0,-97.179092,49.818148
0,-97.130401,49.845644
0,-97.293489,49.924766
0,-97.098119,49.866435
0,-97.144291,49.954969
0,-97.201895,49.727656
0,-96.97013,49.914073
1,-97.05471,49.856059
0,-97.346425,49.8206
0,-97.160509,49.839455
0,-97.085619,49.763665
0,-97.325525,49.871872
0,-97.14482,49.984981
1,-97.300445,49.894513
0,-97.107631,49.860424
0,-97.133108,49.789686
0,-97.271643,49.816036
0,-97.11736,49.758384
0,-97.172563,49.842689
0,-97.181513,49.89155
1,-97.060958,49.927991
1,-97.156804,49.893701
0,-97.103716,49.852071
1,-97.145409,49.933626
0,-97.209389,49.784988
0,-97.043037,49.809894
1,-97.101775,49.873562
0,-97.201453,49.885896
0,-97.210595,49.863761
0,-97.209394,49.751719
0,-97.304477,49.92096
0,-97.307163,49.827019
0,-97.09421,49.874118
1,-97.09144,49.828213
0,-97.212035,49.815177
0,-97.311536,49.894025
0,-97.13183,49.897833
0,-97.181282,49.80877
0,-97.306181,49.905959
0,-97.219934,49.837013
0,-97.252781,49.865937
0,-97.228814,49.846685
0,-97.133749,49.86812
0,-97.048289,49.897271
0,-97.084647,49.913775
0,-97.016042,49.879624
0,-97.080476,49.854886
0,-97.068877,49.827222
0,-97.213856,49.866097
0,-97.048989,49.855471
0,-97.042935,49.795994
0,-97.081125,49.797036
0,-97.052315,49.87855
1,-97.302516,49.865964
0,-96.970166,49.910091
1,-97.302978,49.840652
0,-97.082847,49.899102
0,-97.094082,49.846402
0,-97.066299,49.787679
0,-97.116049,49.885894
0,-97.132603,49.826089
0,-97.105457,49.929405
1,-97.15483,49.850169
0,-97.179435,49.969197
0,-97.246034,49.882089
0,-97.170305,49.812188
1,-97.06532,49.823216
0,-97.113094,49.936274
0,-97.213443,49.823869
0,-96.991906,49.877251
0,-97.323547,49.861233
0,-97.253895,49.862513
0,-97.300245,49.841876
0,-97.151662,49.844401
0,-97.057604,49.783704
1,-97.245665,49.859592
0,-97.153079,49.792606
1,-97.315162,49.894272
0,-97.053021,49.786233
0,-97.133244,49.843376
1,-97.057295,49.835734
1,-97.159118,49.863697
0,-97.114721,49.812044
0,-97.161164,49.759369
0,-97.082451,49.962969
0,-97.280247,49.847264
0,-97.095942,49.775532
1,-97.160877,49.957069
0,-97.016714,49.908986
0,-97.180981,49.796252
0,-97.122705,49.830147
1,-97.264743,49.841489
0,-97.071614,49.946661
0,-97.124505,49.745046
0,-97.103181,49.806125
0,-97.292091,49.916521
1,-97.107833,49.935915
0,-97.100776,49.773325
0,-97.194825,49.86274
0,-97.170126,49.831504
0,-97.195196,49.747659
0,-97.260391,49.884922
0,-97.170773,49.828453
0,-97.290631,49.915869
1,-97.185006,49.961602
0,-97.040034,49.898212
0,-97.037132,49.864867
0,-97.270569,49.821371
0,-97.146608,49.857333
0,-97.088066,49.813793
0,-97.156776,49.964153
0,-97.159195,49.862388
0,-97.145052,49.951704
0,-97.20335,49.873297
0,-97.149379,49.86599
1,-97.247803,49.873087
1,-97.009602,49.880277
0,-97.184219,49.963574
0,-96.986243,49.914878
0,-97.2665,49.824046
0,-97.170998,49.804201
0,-97.326839,49.822552
0,-97.097295,49.77986
0,-97.268415,49.850961
0,-97.057234,49.820916
0,-97.21033,49.76981
0,-97.053856,49.868281
0,-97.302562,49.845074
0,-97.098821,49.835467
0,-97.111996,49.891134
0,-97.239202,49.828759
1,-97.033076,49.8196
0,-97.041205,49.901539
0,-96.990451,49.874302
0,-97.190059,49.939171
0,-97.323083,49.886351
1,-97.145698,49.91884
1,-97.172664,49.871556
1,-97.108161,49.76952
0,-97.295331,49.885215
0,-97.154104,49.879162
0,-97.181981,49.942771
0,-97.190887,49.809863
0,-97.10048,49.929955
0,-97.207462,49.962568
0,-97.30727,49.891629
0,-97.115715,49.754895
1,-97.146616,49.948593
0,-97.195615,49.886662
0,-97.194916,49.79235
0,-97.130964,49.86712
0,-97.059214,49.772088
0,-97.081627,49.780364
0,-97.203844,49.758431
1,-97.138904,49.858969
0,-97.179966,49.849653
1,-97.012672,49.900092
0,-97.286763,49.818303
1,-97.117233,49.915392
0,-97.037352,49.877385
0,-97.231935,49.834249
1,-97.130299,49.821666
0,-97.045628,49.795115
0,-97.18778,49.795214
0,-97.135678,49.892767
1,-97.14221,49.822981
0,-97.131524,49.889566
0,-97.168467,49.842675
0,-97.033636,49.93529
0,-97.178497,49.877635
0,-97.046451,49.821372
0,-97.026784,49.817297
0,-97.069573,49.804234
0,-97.225345,49.88819
0,-97.188544,49.751489
0,-97.160846,49.980266
0,-97.204348,49.86586
0,-97.067593,49.846234
0,-97.246042,49.899724
0,-97.30038,49.918886
0,-97.150551,49.825662
0,-97.050567,49.895662
0,-97.047051,49.833812
0,-97.158432,49.866557
0,-97.173594,49.826481
0,-97.28172,49.91386
1,-97.12039,49.815839
1,-97.057581,49.7963
0,-97.047998,49.776215
0,-97.226672,49.840033
1,-97.224017,49.879456
0,-97.293592,49.854339
0,-97.021447,49.88247
0,-97.212602,49.725135
0,-97.058869,49.859823
0,-97.249196,49.88547
1,-97.157427,49.858375
0,-97.25278,49.841842
0,-97.117862,49.753998
0,-97.239178,49.882007
0,-96.999574,49.913643
1,-97.107008,49.838366
0,-97.049714,49.866686
0,-97.195853,49.814326
0,-97.153757,49.815909
0,-97.328279,49.809233
0,-97.031212,49.886348
0,-97.052823,49.877914
0,-97.15843,49.740143
0,-97.077533,49.835939
0,-97.226949,49.848781
0,-97.060357,49.942329
0,-96.990491,49.912419
0,-97.172013,49.762051
0,-97.097829,49.869568
0,-97.124492,49.889972
0,-97.111834,49.920961
1,-97.259224,49.827079
0,-97.031203,49.832291
0,-97.310059,49.90832
0,-97.287184,49.884357
0,-97.074106,49.783875
0,-97.179147,49.900948
0,-97.094599,49.815199
0,-97.327136,49.87083
0,-97.072669,49.91504
0,-97.049952,49.876885
0,-97.324899,49.868498
0,-97.07643,49.811105
0,-97.046908,49.777131
0,-97.188611,49.852667
0,-97.147839,49.801006
0,-97.279177,49.900988
0,-97.146115,49.963208
0,-97.138558,49.973278
1,-97.29726,49.890552
0,-97.144634,49.814181
0,-97.188126,49.767172
0,-97.069187,49.801308
0,-97.247255,49.837653
1,-97.102868,49.870909
1,-97.302815,49.871372
0,-97.287026,49.923492
0,-97.046407,49.802323
0,-97.162901,49.911764
0,-97.337833,49.833699
0,-97.029032,49.825105
0,-97.083765,49.961051
0,-97.091582,49.82421
0,-97.064478,49.947816
0,-97.306528,49.849629
0,-97.074567,49.836204
0,-97.166527,49.955667
0,-97.122264,49.906662
0,-97.216981,49.718365
1,-97.302511,49.851694
0,-97.324522,49.888817
1,-97.253245,49.852385
0,-97.075075,49.879253
0,-97.117472,49.90566
0,-97.188506,49.856154
1,-97.262248,49.855493
0,-97.199178,49.770494
0,-97.209444,49.72537
0,-97.221638,49.887102
0,-97.162297,49.842039
0,-97.131591,49.97888
0,-97.013652,49.893892
0,-97.096114,49.755736
0,-97.046449,49.827487
0,-97.199358,49.881271
0,-97.26871,49.855212
0,-97.200356,49.843553
0,-97.022192,49.892434
1,-97.107069,49.891721
0,-97.290914,49.8977
0,-97.064779,49.893891
0,-97.278012,49.823369
0,-97.16803,49.735062
0,-97.185255,49.729335
0,-96.999997,49.889886
0,-97.182501,49.753112
0,-97.194272,49.821361
0,-97.03178,49.850515
0,-97.33491,49.813405
0,-97.273245,49.818289
0,-97.208268,49.853647
0,-97.271825,49.894457
0,-97.170721,49.760203
0,-97.013891,49.883528
0,-97.145737,49.922633
0,-97.262055,49.899961
0,-97.076347,49.799192
0,-97.126647,49.974015
0,-97.141762,49.823767
0,-97.050452,49.826379
0,-97.128543,49.973021
1,-97.149619,49.751725
0,-97.276746,49.896723
0,-97.227061,49.971775
0,-97.211014,49.76478
0,-97.178095,49.920439
0,-97.076688,49.939576
0,-97.218811,49.739714
0,-97.115355,49.845419
0,-97.151918,49.830714
0,-97.003801,49.889882
0,-97.170776,49.910481
0,-97.291027,49.863947
0,-97.274933,49.846008
0,-97.216727,49.926476
0,-97.302284,49.875819
1,-97.242349,49.855338
1,-97.176549,49.858776
0,-97.111555,49.858797
0,-97.031964,49.865828
0,-97.102174,49.965157
0,-97.343611,49.832166
0,-97.054282,49.954499
1,-97.171681,49.874421
0,-97.213564,49.840151
0,-97.197938,49.781249
1,-97.134323,49.842676
0,-97.026155,49.890868
1,-97.13184,49.905577
0,-97.20595,49.788014
0,-97.157769,49.799143
0,-97.126645,49.846525
0,-97.183131,49.967222
0,-97.285449,49.81309
0,-97.16183,49.797857
0,-97.322072,49.812176
0,-97.228625,49.967214
0,-97.201124,49.747969
0,-97.199578,49.975538
1,-97.22595,49.867491
0,-97.104459,49.931759
0,-96.982566,49.909274
0,-97.288907,49.841742
0,-97.067706,49.947642
0,-97.316287,49.904717
0,-97.05076,49.929551
1,-97.08354,49.950547
0,-97.068565,49.862358
0,-97.29413,49.851382
0,-97.009044,49.903454
0,-97.341559,49.885441
0,-97.32306,49.851292
0,-97.282504,49.814416
0,-97.093717,49.755953
1,-97.304512,49.866856
0,-97.142089,49.8359
0,-97.03753,49.872153
0,-97.278934,49.822893
0,-97.216071,49.822742
0,-97.171675,49.829512
0,-97.169685,49.785425
0,-97.155976,49.919029
0,-97.044513,49.927373
0,-97.066014,49.933369
0,-97.170889,49.802749
0,-97.075809,49.923048
0,-97.264427,49.865859
0,-97.277292,49.818125
0,-97.157642,49.745108
0,-97.151009,49.7899
0,-97.189903,49.902655
1,-97.179463,49.861814
0,-97.091352,49.866637
0,-97.226936,49.820671
0,-97.084265,49.835612
0,-97.119288,49.916469
0,-97.167121,49.886345
1,-97.174751,49.914918
0,-97.20644,49.840144
0,-97.21083,49.749627
0,-97.214543,49.963813
0,-97.332201,49.815398
0,-97.076725,49.800953
1,-97.088661,49.804844
1,-97.161944,49.845721
0,-97.251892,49.913244
0,-97.048186,49.903148
0,-97.127837,49.766521
0,-97.159922,49.742557
0,-97.16463,49.82061
0,-97.105418,49.862779
0,-97.265065,49.834005
0,-97.099614,49.866374
0,-97.267973,49.926701
0,-97.06153,49.846301
0,-97.142613,49.855259
0,-97.330038,49.890213
0,-97.094318,49.860354
1,-97.249791,49.878627
0,-97.193274,49.785473
0,-97.023976,49.934548
0,-97.104529,49.750931
0,-97.160314,49.941103
0,-97.12542,49.903125
0,-97.135246,49.847103
0,-97.11468,49.952178
0,-97.202262,49.960479
0,-97.159408,49.828491
0,-97.077538,49.873538
0,-97.189603,49.759269
0,-97.126601,49.799632
1,-97.084349,49.85679
0,-97.270859,49.920717
1,-97.117875,49.904484
0,-97.012409,49.883447
0,-97.171122,49.939855
0,-97.306046,49.833664
0,-97.148009,49.783583
0,-97.334866,49.882609
0,-97.087903,49.80264
0,-97.113863,49.886115
0,-97.181607,49.730268
0,-97.208816,49.719749
1,-97.03545,49.887282
0,-97.204482,49.879226
0,-97.189478,49.856399
0,-97.121211,49.916663
0,-97.200682,49.724259
0,-97.176476,49.909625
0,-97.249163,49.856072
0,-97.032625,49.847055
0,-97.08065,49.790922
1,-97.22008,49.886975
0,-97.119564,49.822691
0,-97.342612,49.817074
1,-97.130578,49.806811
0,-97.138469,49.808603
0,-97.277011,49.925766
0,-97.028581,49.892263
0,-97.195541,49.85528
0,-97.139898,49.872568
0,-97.300741,49.876488
0,-97.111395,49.819005
0,-97.105215,49.826224
1,-97.140781,49.784248
0,-97.177339,49.729462
0,-97.276139,49.851972
0,-97.109046,49.95246
0,-97.289662,49.840005
0,-97.096121,49.85957
0,-96.960775,49.894735
0,-97.042362,49.807335
1,-97.274777,49.901463
0,-97.111833,49.763874
0,-96.98404,49.887561
1,-97.219993,49.872166
0,-97.27451,49.896472
0,-97.032703,49.933608
0,-97.151696,49.986973
0,-97.22319,49.89562
0,-96.994936,49.872385
0,-97.25585,49.89804
0,-97.287032,49.929268
1,-96.995524,49.896469
0,-97.068744,49.908205
0,-97.094906,49.788277
0,-97.187201,49.834396
0,-97.184094,49.76542
1,-97.106089,49.926752
1,-97.153884,49.905038
0,-97.095565,49.934385
0,-97.280043,49.861662
0,-97.224666,49.947155
1,-97.173868,49.958243
0,-97.231935,49.880112
0,-97.033216,49.812587
0,-97.239016,49.875444
0,-97.072401,49.83415
0,-97.294234,49.919678
0,-97.04272,49.919477
0,-97.232753,49.825997
1,-97.197506,49.952715
0,-97.141626,49.882812
1,-97.134982,49.934081
1,-97.082488,49.957573
0,-97.09017,49.892545
0,-97.126961,49.834662
0,-97.127682,49.813267
0,-97.227911,49.819615
0,-97.117473,49.919602
1,-97.315585,49.921754
0,-97.200386,49.910169
0,-97.059431,49.817565
0,-97.222927,49.950847
1,-97.285726,49.885633
1,-97.241533,49.865272
0,-97.327038,49.83289
0,-97.231483,49.873373
0,-97.116243,49.930189
0,-97.246681,49.895157
1,-97.201078,49.929639
0,-97.072222,49.841275
0,-97.236781,49.910472
0,-97.173017,49.918216
0,-97.003107,49.874556
0,-97.167203,49.94386
0,-97.19514,49.970251
0,-97.175843,49.817409
0,-97.200845,49.798602
0,-97.216384,49.894538
0,-97.200225,49.763099
0,-97.131895,49.829143
0,-97.144527,49.780167
0,-97.088602,49.822337
0,-97.111905,49.969568
1,-97.114111,49.79806
1,-97.127789,49.876162
1,-96.967752,49.901093
0,-97.046512,49.883939
0,-97.057488,49.814004
1,-97.122375,49.840739
0,-97.145875,49.900016
0,-97.128716,49.758603
0,-96.978628,49.902032
0,-97.01671,49.900383
0,-97.258028,49.858119
0,-97.095846,49.864282
0,-97.264538,49.828175
0,-97.302415,49.87604
0,-97.108057,49.772583
0,-97.073406,49.837383
1,-97.22356,49.874569
0,-97.099731,49.759083
0,-97.148508,49.952418
0,-97.19101,49.886793
0,-97.112601,49.775781
0,-97.257032,49.895204
0,-96.975973,49.889964
0,-97.186419,49.803998
0,-97.040384,49.817855
1,-97.259118,49.851714
1,-97.151586,49.909814
0,-97.186576,49.842083
0,-97.039572,49.815505
0,-97.329115,49.890023
0,-97.197476,49.722686
0,-97.078755,49.823923
0,-97.046013,49.795131
1,-97.124231,49.778977
0,-97.135567,49.951295
0,-97.037886,49.846127
0,-97.035452,49.836794
0,-97.142628,49.87352
0,-97.044992,49.905473
0,-97.08358,49.863189
0,-97.117236,49.830979
0,-97.132941,49.804017
0,-97.167033,49.840382
0,-97.064734,49.792679
0,-97.193038,49.756386
0,-97.181428,49.849974
0,-97.131345,49.783912
0,-97.096706,49.809785
0,-97.188612,49.840917
0,-97.026326,49.921825
1,-97.249218,49.854421
1,-97.323431,49.873873
0,-97.070417,49.780302
0,-97.1566,49.964112
0,-97.15646,49.829795
0,-97.083148,49.935711
1,-96.967552,49.897119
0,-97.116533,49.835597
0,-97.200427,49.745225
0,-97.162562,49.943448
0,-97.025025,49.917709
0,-97.231512,49.909123
0,-97.195438,49.82099
0,-97.14165,49.980855
0,-97.210858,49.807138
0,-96.984356,49.883022
0,-97.256,49.870043
0,-97.09274,49.790141
1,-97.079586,49.851111
0,-97.270186,49.880918
0,-97.056182,49.903068
0,-97.185608,49.909409
0,-97.030044,49.81276
0,-97.274012,49.814479
0,-97.160079,49.831213
0,-97.108816,49.805085
0,-97.136847,49.763387
0,-97.206966,49.787383
0,-97.324466,49.882974
0,-97.018666,49.939051
0,-97.131715,49.775842
0,-97.200365,49.9503
0,-97.073352,49.857556
0,-97.106697,49.884384
0,-97.225817,49.932042
0,-97.20072,49.88395
1,-97.10558,49.849228
0,-97.181595,49.908769
1,-97.114099,49.927247
0,-97.15794,49.803873
0,-97.158626,49.861639
0,-97.248602,49.898557
0,-97.271344,49.828765
0,-97.114145,49.782274
0,-97.140587,49.927101
0,-97.080961,49.85214
1,-96.991559,49.901079
0,-97.00495,49.892635
0,-97.135854,49.863685
0,-97.103452,49.857094
0,-97.200344,49.867485
1,-97.167338,49.757906
0,-97.051863,49.806475
1,-97.124941,49.869099
0,-97.115169,49.894736
0,-97.172281,49.970042
0,-97.145916,49.92161
0,-97.06493,49.790146
0,-97.116772,49.891051
0,-97.273634,49.85296
0,-97.03167,49.831902
0,-97.213496,49.908336
0,-97.294091,49.914165
0,-97.060484,49.871738
0,-97.240802,49.848312
0,-97.183702,49.943013
0,-97.187669,49.867093
0,-97.075335,49.779092
0,-97.214813,49.840581
0,-97.310919,49.841574
0,-97.104265,49.856931
0,-97.07142,49.921937
0,-97.116931,49.937679
0,-97.28438,49.9263
0,-97.183378,49.762703
0,-97.020786,49.877763
1,-97.101173,49.831411
0,-97.141066,49.944218
0,-97.323155,49.875206
1,-97.051297,49.795828
0,-97.233439,49.875056
0,-97.194648,49.920965
0,-97.189748,49.948509
0,-97.136765,49.877326
0,-97.237018,49.836442
0,-97.158831,49.816729
0,-97.060839,49.919598
0,-97.211663,49.973823
1,-97.175792,49.948733
0,-97.047818,49.860143
0,-97.171862,49.852204
0,-97.087781,49.858264
0,-97.08049,49.914511
0,-97.070826,49.776789
0,-97.249576,49.905569
0,-97.044684,49.823427
0,-97.077439,49.815958
0,-97.183704,49.838751
0,-97.144076,49.854295
0,-97.095633,49.870795
0,-97.213294,49.815162
0,-97.186537,49.816771
0,-97.101796,49.831802
0,-96.983287,49.873461
0,-97.293779,49.906083
0,-97.145753,49.794653
0,-97.100076,49.925935
0,-97.18077,49.858131
0,-97.15058,49.959656
0,-97.225468,49.900311
1,-97.239947,49.848931
0,-97.324105,49.84249
0,-97.149578,49.744595
0,-96.981067,49.893043
1,-97.143091,49.779197
1,-97.248874,49.835602
0,-97.196031,49.725424
0,-97.108504,49.869947
0,-97.135073,49.765842
0,-97.11899,49.806136
0,-97.225758,49.846319
0,-97.089836,49.887652
0,-97.049002,49.77757
0,-97.059437,49.917907
0,-97.289787,49.852721
1,-97.047784,49.775808
0,-97.306257,49.847637
0,-97.215779,49.829809
0,-96.991336,49.908572
0,-97.105446,49.934295
0,-97.131412,49.799104
0,-97.20202,49.819733
0,-97.038185,49.90739
0,-97.077689,49.930862
0,-97.049022,49.855963
0,-97.215538,49.96758
0,-97.074561,49.77437
0,-97.300443,49.893392
0,-97.302429,49.870299
0,-97.062423,49.879523
0,-97.331512,49.89772
0,-97.104666,49.770038
1,-97.130781,49.847445
0,-97.157245,49.79986
0,-97.210629,49.746046
0,-97.277167,49.86217
0,-97.16077,49.894252
0,-97.067174,49.792328
0,-97.092568,49.919249
1,-97.03458,49.891989
0,-97.104218,49.748048
0,-97.193098,49.738099
1,-97.024554,49.901023
0,-97.139841,49.973026
1,-97.305863,49.89604
0,-97.187394,49.869692
0,-97.063171,49.879615
0,-97.070848,49.947797
0,-97.140971,49.976649
0,-97.1709,49.763316
0,-97.117359,49.831416
0,-97.282847,49.831826
1,-97.197009,49.858976
0,-97.285233,49.818158
0,-97.030874,49.839738
0,-97.137379,49.879051
0,-97.151483,49.766346
0,-97.146694,49.820618
0,-97.194834,49.927179
0,-97.163753,49.740481
0,-97.175778,49.766829
1,-97.251563,49.83533
0,-97.066611,49.931045
0,-97.202786,49.754881
0,-97.200276,49.914281
1,-97.11812,49.905632
0,-97.231423,49.825643
0,-97.261915,49.845279
0,-97.016082,49.871849
0,-97.204441,49.972368
0,-97.158774,49.761598
0,-97.164695,49.798909
1,-97.064499,49.868867
0,-97.254745,49.830338
0,-97.109368,49.793721
0,-97.106313,49.912066
0,-97.117908,49.801615
0,-97.186106,49.968414
0,-97.104906,49.888613
0,-97.124033,49.896855
0,-97.050951,49.895069
0,-97.270371,49.872502
0,-97.21443,49.717814
0,-97.064979,49.851113
0,-97.159041,49.814526
0,-97.225965,49.903307
0,-97.064039,49.771493
1,-96.960495,49.900048
1,-96.98564,49.871469
0,-97.12857,49.964942
0,-97.161241,49.856587
0,-97.113314,49.794028
0,-97.069344,49.907024
0,-97.032446,49.810283
0,-97.123012,49.7535
0,-97.229956,49.906769
0,-97.16227,49.741405
0,-97.046973,49.916015
0,-97.042237,49.802556
0,-97.250777,49.899475
0,-97.042838,49.890747
0,-97.224713,49.859336
0,-97.144368,49.888417
0,-97.317715,49.814339
0,-97.065937,49.860946
0,-97.142772,49.990648
0,-97.293511,49.854455
0,-97.206182,49.828211
0,-97.19893,49.968964
0,-97.062404,49.798769
0,-97.25083,49.890587
0,-97.247754,49.854691
0,-97.184347,49.802752
0,-97.170582,49.768836
0,-97.245348,49.878902
0,-97.040681,49.940592
0,-97.269989,49.887847
0,-97.093726,49.876442
0,-97.201483,49.917103
1,-97.3065,49.887253
0,-97.197709,49.86102
0,-97.114191,49.777118
0,-97.028869,49.800385
0,-97.246788,49.89557
0,-97.147915,49.966982
1,-97.16697,49.845455
0,-97.098719,49.771235
1,-97.135315,49.793817
1,-97.039161,49.894657
0,-97.266883,49.861348
0,-97.073049,49.93319
0,-97.115468,49.889682
0,-97.220322,49.826818
0,-97.011709,49.877179
0,-97.156988,49.815717
0,-97.206209,49.782157
0,-97.055618,49.783853
0,-97.150055,49.909799
1,-97.137072,49.790422
