city,grid_id,built_area_total_m2,number_of_buildings,mean_building_size
Winnipeg,5273_45949,1764.4220783878545,15.0,117.6281385591903
Winnipeg,5273_45948,1097.6441684467254,8.0,137.20552105584068
Winnipeg,5273_45947,0.0,0.0,0.0
Winnipeg,5273_45946,0.0,0.0,0.0
Winnipeg,5273_45945,0.0,0.0,0.0
Winnipeg,5273_45944,0.0,0.0,0.0
Winnipeg,5273_45943,0.0,0.0,0.0
Winnipeg,5273_45942,0.0,0.0,0.0
Winnipeg,5273_45941,938.2000284356295,3.0,312.7333428118765
Winnipeg,5273_45940,0.0,0.0,0.0
Winnipeg,5273_45939,0.0,0.0,0.0
Winnipeg,5273_45938,0.0,0.0,0.0
Winnipeg,5273_45937,0.0,0.0,0.0
Winnipeg,5273_45936,0.0,0.0,0.0
Winnipeg,5273_45935,0.0,0.0,0.0
Winnipeg,5273_45934,0.0,0.0,0.0
Winnipeg,5273_45933,0.0,0.0,0.0
Winnipeg,5273_45932,0.0,0.0,0.0
Winnipeg,5273_45931,0.0,0.0,0.0
Winnipeg,5273_45930,0.0,0.0,0.0
Winnipeg,5273_45929,0.0,0.0,0.0
Winnipeg,5273_45928,0.0,0.0,0.0
Winnipeg,5273_45927,0.0,0.0,0.0
Winnipeg,5273_45926,0.0,0.0,0.0
Winnipeg,5273_45925,0.0,0.0,0.0
Winnipeg,5273_45924,0.0,0.0,0.0
Winnipeg,5274_46160,69.27578683000084,1.0,69.27578683000084
Winnipeg,5274_46159,0.0,0.0,0.0
Winnipeg,5274_46158,0.0,0.0,0.0
Winnipeg,5274_46157,0.0,0.0,0.0
Winnipeg,5274_46156,0.0,0.0,0.0
Winnipeg,5274_46155,0.0,0.0,0.0
Winnipeg,5274_46154,0.0,0.0,0.0
Winnipeg,5274_46153,0.0,0.0,0.0
Winnipeg,5274_46152,0.0,0.0,0.0
Winnipeg,5274_46151,290.93380927429126,2.0,145.46690463714563
Winnipeg,5274_46150,354.66998651760434,2.0,177.33499325880217
Winnipeg,5274_46149,0.0,0.0,0.0
Winnipeg,5274_46148,0.0,0.0,0.0
Winnipeg,5274_46147,0.0,0.0,0.0
Winnipeg,5274_46146,0.0,0.0,0.0
Winnipeg,5274_46145,0.0,0.0,0.0
Winnipeg,5274_46144,0.0,0.0,0.0
Winnipeg,5274_46143,0.0,0.0,0.0
Winnipeg,5274_46142,0.0,0.0,0.0
Winnipeg,5274_46141,0.0,0.0,0.0
Winnipeg,5274_46140,0.0,0.0,0.0
Winnipeg,5274_46139,0.0,0.0,0.0
Winnipeg,5274_46138,0.0,0.0,0.0
Winnipeg,5274_46137,0.0,0.0,0.0
Winnipeg,5274_46136,0.0,0.0,0.0
Winnipeg,5274_46135,0.0,0.0,0.0
Winnipeg,5274_46134,0.0,0.0,0.0
Winnipeg,5274_46133,0.0,0.0,0.0
Winnipeg,5274_46132,4.88353028568006,1.0,4.88353028568006
Winnipeg,5274_46131,0.0,0.0,0.0
Winnipeg,5274_46130,958.2943546334943,1.0,958.2943546334943
Winnipeg,5274_46129,0.0,0.0,0.0
Winnipeg,5274_46128,1626.4360928130404,3.0,542.1453642710135
Winnipeg,5274_46127,3279.4613776569113,5.0,655.8922755313822
Winnipeg,5274_46126,3369.5341235332858,4.0,842.3835308833214
Winnipeg,5274_46125,1878.679160385806,2.0,939.339580192903
Winnipeg,5274_46124,2164.9189722046694,2.0,1082.4594861023347
Winnipeg,5274_46123,8327.863461754532,2.0,4163.931730877266
Winnipeg,5274_46122,980.6664263800192,6.0,163.44440439666985
Winnipeg,5274_46121,2978.058953122818,34.0,87.58996920949464
Winnipeg,5274_46120,3160.631461098621,36.0,87.79531836385058
Winnipeg,5274_46119,2121.451536144952,19.0,111.65534400762905
Winnipeg,5274_46118,3674.5170438800337,19.0,193.39563388842282
Winnipeg,5274_46117,3331.851250393399,31.0,107.47907259333545
Winnipeg,5274_46116,3607.519421197774,40.0,90.18798552994436
Winnipeg,5274_46115,2998.3813218808555,29.0,103.39245937520191
Winnipeg,5274_46114,2818.857402449602,24.0,117.45239176873342
Winnipeg,5274_46113,2589.1626751511058,21.0,123.29346072148122
Winnipeg,5274_46112,3321.0544441275697,27.0,123.00201644916925
Winnipeg,5274_46111,3166.4906630448704,35.0,90.47116180128201
Winnipeg,5274_46110,2832.753201377528,33.0,85.84100610234934
Winnipeg,5274_46109,3374.9207654084803,49.0,68.87593398792816
Winnipeg,5274_46108,2333.805526340961,36.0,64.82793128724892
Winnipeg,5274_46107,994.0797223665223,19.0,52.319985387711704
Winnipeg,5274_46106,2825.1585542276343,47.0,60.10975647292839
Winnipeg,5274_46105,2868.068456791262,51.0,56.23663640767181
Winnipeg,5274_46104,2766.5305063173646,48.0,57.636052214945096
Winnipeg,5274_46103,2423.86662185613,40.0,60.59666554640326
Winnipeg,5274_46102,3157.3335485592215,50.0,63.14667097118443
Winnipeg,5274_46101,3848.0880151403817,59.0,65.22183076509121
Winnipeg,5274_46100,4495.368217973891,48.0,93.65350454112273
Winnipeg,5274_46099,2828.9127741070747,35.0,80.82607926020214
Winnipeg,5274_46098,3396.552822276287,39.0,87.09109800708428
Winnipeg,5274_46097,3819.0758978705016,37.0,103.21826751001356
Winnipeg,5274_46096,3505.704002766171,46.0,76.21095658187328
Winnipeg,5274_46095,3612.64202501232,31.0,116.53683951652646
Winnipeg,5274_46094,3151.5046999262604,39.0,80.80781281862207
Winnipeg,5274_46093,2395.0850303343595,35.0,68.43100086669598
Winnipeg,5274_46092,3289.8477616625682,23.0,143.03685920272036
Winnipeg,5274_46091,4006.439424185321,36.0,111.2899840051478
Winnipeg,5274_46090,2093.4730439531477,21.0,99.6891925691975
Winnipeg,5274_46089,2056.5324814802966,25.0,82.26129925921187
Winnipeg,5274_46088,3569.0749076942925,26.0,137.27211183439587
Winnipeg,5274_46087,4365.295802011632,14.0,311.80684300083084
Winnipeg,5274_46086,1369.6468956062135,4.0,342.4117239015534
Winnipeg,5274_46085,0.0,0.0,0.0
Winnipeg,5274_46084,259.07261048481416,1.0,259.07261048481416
Winnipeg,5274_46083,3983.62580948749,5.0,796.7251618974981
Winnipeg,5274_46082,2648.5045473636046,5.0,529.7009094727209
Winnipeg,5274_46081,3436.6757040781677,18.0,190.92642800434265
Winnipeg,5274_46080,2815.676904252318,30.0,93.85589680841059
Winnipeg,5274_46079,3137.5369925651653,12.0,261.4614160470971
Winnipeg,5274_46078,2800.993303967649,24.0,116.70805433198537
Winnipeg,5274_46077,3378.5864470483293,33.0,102.38140748631301
Winnipeg,5274_46076,2830.34086013237,31.0,91.30131806878613
Winnipeg,5274_46075,3342.6663481738424,27.0,123.80245733977193
Winnipeg,5274_46074,5547.018199052729,10.0,554.7018199052729
Winnipeg,5274_46073,4160.133582762534,11.0,378.1939620693213
Winnipeg,5274_46072,3046.9608089066296,8.0,380.8701011133287
Winnipeg,5274_46071,4357.0034813031925,9.0,484.111497922577
Winnipeg,5274_46070,5087.560918481479,7.0,726.7944169259256
Winnipeg,5274_46069,6381.655938991355,13.0,490.89661069164265
Winnipeg,5274_46068,7967.256467540654,7.0,1138.1794953629505
Winnipeg,5274_46067,8330.247133434368,10.0,833.0247133434368
Winnipeg,5274_46066,8826.081725540635,5.0,1765.216345108127
Winnipeg,5274_46065,3563.2615050916584,6.0,593.8769175152764
Winnipeg,5274_46064,963.8409489276085,4.0,240.9602372319021
Winnipeg,5274_46063,2375.9106601678513,4.0,593.9776650419628
Winnipeg,5274_46062,2621.2586340122007,5.0,524.2517268024401
Winnipeg,5274_46061,3361.6512701430747,4.0,840.4128175357687
Winnipeg,5274_46060,4135.207429193922,2.0,2067.603714596961
Winnipeg,5274_46059,2191.186374660138,1.0,2191.186374660138
Winnipeg,5274_46058,2127.750000846212,4.0,531.937500211553
Winnipeg,5274_46057,3592.22645014131,13.0,276.32511154933155
Winnipeg,5274_46056,3121.6425900839854,9.0,346.84917667599836
Winnipeg,5274_46055,3494.2399619051002,17.0,205.54352717088824
Winnipeg,5274_46054,4232.186605084255,34.0,124.47607662012513
Winnipeg,5274_46053,4695.188981308471,18.0,260.84383229491505
Winnipeg,5274_46052,2858.010816345016,16.0,178.6256760215635
Winnipeg,5274_46051,4219.328556855697,24.0,175.80535653565403
Winnipeg,5274_46050,3711.7519011941877,40.0,92.79379752985469
Winnipeg,5274_46049,2926.02423155396,23.0,127.21844485017218
Winnipeg,5274_46048,3083.9011892619706,40.0,77.09752973154926
Winnipeg,5274_46047,3002.480688626971,55.0,54.59055797503584
Winnipeg,5274_46046,2740.256999754848,49.0,55.92361223989486
Winnipeg,5274_46045,4302.645690467386,15.0,286.8430460311591
Winnipeg,5274_46044,994.3723438505242,22.0,45.19874290229655
Winnipeg,5274_46043,2398.4433877755064,40.0,59.96108469438766
Winnipeg,5274_46042,1221.987522770582,24.0,50.91614678210758
Winnipeg,5274_46041,2709.1844924332872,48.0,56.44134359236015
Winnipeg,5274_46040,2969.1602025450948,43.0,69.05023726849058
Winnipeg,5274_46039,3146.2005346432675,42.0,74.90953653912541
Winnipeg,5274_46038,1776.411220495142,15.0,118.42741469967613
Winnipeg,5274_46037,2082.1533655184694,8.0,260.2691706898087
Winnipeg,5274_46036,2030.2767701660755,3.0,676.7589233886919
Winnipeg,5274_46035,2076.2368479723946,3.0,692.0789493241315
Winnipeg,5274_46034,319.3366290424983,2.0,159.66831452124916
Winnipeg,5274_46033,117.82781533813724,1.0,117.82781533813724
Winnipeg,5274_46032,28.244998232587957,1.0,28.244998232587957
Winnipeg,5274_46031,2377.937357060166,26.0,91.4591291176987
Winnipeg,5274_46030,2793.17192211637,36.0,77.58810894767694
Winnipeg,5274_46029,2389.3794368227664,41.0,58.27754723957967
Winnipeg,5274_46028,2381.0709834342497,45.0,52.9126885207611
Winnipeg,5274_46027,2772.4385842219326,17.0,163.08462260129016
Winnipeg,5274_46026,2311.044481016906,30.0,77.03481603389687
Winnipeg,5274_46025,2656.334140259772,36.0,73.78705945166034
Winnipeg,5274_46024,3338.5381366498636,40.0,83.4634534162466
Winnipeg,5274_46023,2986.7393445445823,35.0,85.33540984413092
Winnipeg,5274_46022,2506.50614844103,32.0,78.32831713878218
Winnipeg,5274_46021,2863.6922000900554,12.0,238.64101667417128
Winnipeg,5274_46020,3170.9888729675886,4.0,792.7472182418971
Winnipeg,5274_46019,2654.0798855158223,11.0,241.27998959234748
Winnipeg,5274_46018,2956.4900791760147,24.0,123.18708663233394
Winnipeg,5274_46017,3160.3253587832364,29.0,108.97673650976677
Winnipeg,5274_46016,3762.205395619959,29.0,129.73122053861928
Winnipeg,5274_46015,3070.6354120922356,46.0,66.75294374113555
Winnipeg,5274_46014,3165.2135376741503,47.0,67.34496888668404
Winnipeg,5274_46013,4587.743939972418,14.0,327.69599571231555
Winnipeg,5274_46012,2878.520028102262,20.0,143.9260014051131
Winnipeg,5274_46011,1947.9524999827136,9.0,216.43916666474595
Winnipeg,5274_46010,2495.2793103317813,6.0,415.8798850552969
Winnipeg,5274_46009,1583.5163390321884,5.0,316.7032678064377
Winnipeg,5274_46008,513.4453492272387,5.0,102.68906984544773
Winnipeg,5274_46007,1894.5253624488155,4.0,473.63134061220387
Winnipeg,5274_46006,2978.303671072117,2.0,1489.1518355360586
Winnipeg,5274_46005,5101.380535474182,1.0,5101.380535474182
Winnipeg,5274_46004,276.33732249071863,3.0,92.11244083023955
Winnipeg,5274_46003,1803.9757253227833,2.0,901.9878626613917
Winnipeg,5274_46002,0.0,0.0,0.0
Winnipeg,5274_46001,0.0,0.0,0.0
Winnipeg,5274_46000,0.0,0.0,0.0
Winnipeg,5274_45999,907.7268513381543,4.0,226.9317128345386
Winnipeg,5274_45998,986.3345305005305,5.0,197.2669061001061
Winnipeg,5274_45997,2178.344121758117,4.0,544.5860304395293
Winnipeg,5274_45996,486.06083264818704,2.0,243.03041632409352
Winnipeg,5274_45995,1129.13198359101,2.0,564.565991795505
Winnipeg,5274_45994,814.3273347051828,2.0,407.1636673525914
Winnipeg,5274_45993,0.0,0.0,0.0
Winnipeg,5274_45992,0.7876889923733799,1.0,0.7876889923733799
Winnipeg,5274_45991,4589.443436540379,11.0,417.2221305945799
Winnipeg,5274_45990,2588.2877093581883,10.0,258.82877093581885
Winnipeg,5274_45989,8270.617414934684,1.0,8270.617414934684
Winnipeg,5274_45988,525.7419202418316,1.0,525.7419202418316
Winnipeg,5274_45987,0.0,0.0,0.0
Winnipeg,5274_45986,0.0,0.0,0.0
Winnipeg,5274_45985,0.0,0.0,0.0
Winnipeg,5274_45984,0.0,0.0,0.0
Winnipeg,5274_45983,0.0,0.0,0.0
Winnipeg,5274_45982,0.0,0.0,0.0
Winnipeg,5274_45981,1371.5184340116914,23.0,59.631236261377886
Winnipeg,5274_45980,4166.129772842431,6.0,694.3549621404051
Winnipeg,5274_45979,2649.5012481433923,12.0,220.79177067861602
Winnipeg,5274_45978,1051.9036891595654,13.0,80.91566839688964
Winnipeg,5274_45977,2557.401568280452,24.0,106.55839867835216
Winnipeg,5274_45976,1242.9524767466546,17.0,73.11485157333263
Winnipeg,5274_45975,5305.543299970026,8.0,663.1929124962533
Winnipeg,5274_45974,3116.9730844234386,9.0,346.3303427137154
Winnipeg,5274_45973,2039.353830356181,27.0,75.53162334652522
Winnipeg,5274_45972,3929.523522821336,12.0,327.4602935684447
Winnipeg,5274_45971,2961.124873664673,9.0,329.01387485163036
Winnipeg,5274_45970,2779.9810432486456,17.0,163.52829666168503
Winnipeg,5274_45969,2241.6338383221096,8.0,280.2042297902637
Winnipeg,5274_45968,1720.88854858924,4.0,430.22213714731
Winnipeg,5274_45967,370.2606696352965,1.0,370.2606696352965
Winnipeg,5274_45966,499.6417807120195,1.0,499.6417807120195
Winnipeg,5274_45965,39.13547521788769,1.0,39.13547521788769
Winnipeg,5274_45964,504.23498775842495,4.0,126.05874693960624
Winnipeg,5274_45963,0.0,0.0,0.0
Winnipeg,5274_45962,0.0,0.0,0.0
Winnipeg,5274_45961,0.0,0.0,0.0
Winnipeg,5274_45960,1702.186579152126,1.0,1702.186579152126
Winnipeg,5274_45959,0.0,0.0,0.0
Winnipeg,5274_45958,0.0,0.0,0.0
Winnipeg,5274_45957,0.0,0.0,0.0
Winnipeg,5274_45956,0.0,0.0,0.0
Winnipeg,5274_45955,0.0,0.0,0.0
Winnipeg,5274_45954,654.3614923462585,3.0,218.12049744875284
Winnipeg,5274_45953,4514.099113308119,5.0,902.8198226616238
Winnipeg,5274_45952,994.143670586261,5.0,198.8287341172522
Winnipeg,5274_45951,1149.2552731253882,6.0,191.54254552089802
Winnipeg,5274_45950,964.1029115401734,3.0,321.3676371800578
Winnipeg,5274_45949,322.0579728768581,4.0,80.51449321921453
Winnipeg,5274_45948,0.0,0.0,0.0
Winnipeg,5274_45947,0.0,0.0,0.0
Winnipeg,5274_45946,0.0,0.0,0.0
Winnipeg,5274_45945,0.0,0.0,0.0
Winnipeg,5274_45944,0.0,0.0,0.0
Winnipeg,5274_45943,479.3882752299511,3.0,159.79609174331702
Winnipeg,5274_45942,0.0,0.0,0.0
Winnipeg,5274_45941,857.8937637479091,1.0,857.8937637479091
Winnipeg,5274_45940,0.0,0.0,0.0
Winnipeg,5274_45939,0.0,0.0,0.0
Winnipeg,5274_45938,0.0,0.0,0.0
Winnipeg,5274_45937,0.0,0.0,0.0
Winnipeg,5274_45936,0.0,0.0,0.0
Winnipeg,5274_45935,0.0,0.0,0.0
Winnipeg,5274_45934,0.0,0.0,0.0
Winnipeg,5274_45933,0.0,0.0,0.0
Winnipeg,5274_45932,0.0,0.0,0.0
Winnipeg,5274_45931,0.0,0.0,0.0
Winnipeg,5274_45930,0.0,0.0,0.0
Winnipeg,5274_45929,0.0,0.0,0.0
Winnipeg,5274_45928,0.0,0.0,0.0
Winnipeg,5274_45927,0.0,0.0,0.0
Winnipeg,5274_45926,41.3747849432537,1.0,41.3747849432537
Winnipeg,5274_45925,0.0,0.0,0.0
Winnipeg,5275_46159,0.0,0.0,0.0
Winnipeg,5275_46158,0.0,0.0,0.0
Winnipeg,5275_46157,0.0,0.0,0.0
Winnipeg,5275_46156,0.0,0.0,0.0
Winnipeg,5275_46155,0.0,0.0,0.0
Winnipeg,5275_46154,0.0,0.0,0.0
Winnipeg,5275_46153,0.0,0.0,0.0
Winnipeg,5275_46152,0.0,0.0,0.0
Winnipeg,5275_46151,96.38532576124646,2.0,48.19266288062323
Winnipeg,5275_46150,0.0,0.0,0.0
Winnipeg,5275_46149,0.0,0.0,0.0
Winnipeg,5275_46148,0.0,0.0,0.0
Winnipeg,5275_46147,0.0,0.0,0.0
Winnipeg,5275_46146,0.0,0.0,0.0
Winnipeg,5275_46145,0.0,0.0,0.0
Winnipeg,5275_46144,0.0,0.0,0.0
Winnipeg,5275_46143,0.0,0.0,0.0
Winnipeg,5275_46142,0.0,0.0,0.0
Winnipeg,5275_46141,0.0,0.0,0.0
Winnipeg,5275_46140,0.0,0.0,0.0
Winnipeg,5275_46139,0.0,0.0,0.0
Winnipeg,5275_46138,0.0,0.0,0.0
Winnipeg,5275_46137,36.49244560263089,1.0,36.49244560263089
Winnipeg,5275_46136,248.60459619034444,2.0,124.30229809517222
Winnipeg,5275_46135,0.0,0.0,0.0
Winnipeg,5275_46134,1.5719128598106493,1.0,1.5719128598106493
Winnipeg,5275_46133,1034.2765758306107,1.0,1034.2765758306107
Winnipeg,5275_46132,2349.8757731190326,4.0,587.4689432797582
Winnipeg,5275_46131,0.0,0.0,0.0
Winnipeg,5275_46130,2774.515947388275,4.0,693.6289868470687
Winnipeg,5275_46129,3245.6493882523027,5.0,649.1298776504606
Winnipeg,5275_46128,4053.8107168459646,3.0,1351.2702389486549
Winnipeg,5275_46127,1893.1541353147973,5.0,378.63082706295944
Winnipeg,5275_46126,4741.142076128615,4.0,1185.2855190321538
Winnipeg,5275_46125,233.3931889085953,3.0,77.79772963619844
Winnipeg,5275_46124,455.49682982338953,1.0,455.49682982338953
Winnipeg,5275_46123,10971.98073199606,1.0,10971.98073199606
Winnipeg,5275_46122,4078.271026001795,1.0,4078.271026001795
Winnipeg,5275_46121,1762.9809046815715,22.0,80.13549566734416
Winnipeg,5275_46120,3165.192476947297,36.0,87.92201324853603
Winnipeg,5275_46119,2374.1849093164988,27.0,87.93277441912959
Winnipeg,5275_46118,2610.4752605378026,24.0,108.76980252240844
Winnipeg,5275_46117,3002.350068689612,27.0,111.19815069220785
Winnipeg,5275_46116,2642.262454832026,28.0,94.36651624400092
Winnipeg,5275_46115,3558.724315289331,14.0,254.19459394923794
Winnipeg,5275_46114,3518.268984746254,45.0,78.18375521658342
Winnipeg,5275_46113,3203.2343169171554,31.0,103.33013925539211
Winnipeg,5275_46112,4055.968567276854,14.0,289.7120405197753
Winnipeg,5275_46111,2678.98236735182,29.0,92.37870232247654
Winnipeg,5275_46110,2919.4993019887934,30.0,97.31664339962644
Winnipeg,5275_46109,2875.7278187636894,32.0,89.86649433636529
Winnipeg,5275_46108,1690.7153661547648,21.0,80.51025553117927
Winnipeg,5275_46107,2207.165968409599,22.0,100.32572583679995
Winnipeg,5275_46106,2656.425533805077,32.0,83.01329793140866
Winnipeg,5275_46105,2715.0559605551653,35.0,77.5730274444333
Winnipeg,5275_46104,2918.607803725279,49.0,59.563424565822025
Winnipeg,5275_46103,3085.893215980336,59.0,52.30327484712434
Winnipeg,5275_46102,3039.8293956164034,56.0,54.282667778864344
Winnipeg,5275_46101,2865.9074254771795,45.0,63.68683167727065
Winnipeg,5275_46100,2911.676848079265,40.0,72.79192120198162
Winnipeg,5275_46099,3175.564511165821,47.0,67.56520236523023
Winnipeg,5275_46098,2819.9285772984504,39.0,72.30586095637052
Winnipeg,5275_46097,3358.3065758061794,46.0,73.00666469143869
Winnipeg,5275_46096,3643.887138549124,58.0,62.82564031981248
Winnipeg,5275_46095,3387.6904597611488,44.0,76.99296499457157
Winnipeg,5275_46094,938.582401597741,15.0,62.572160106516066
Winnipeg,5275_46093,3209.5843036395754,34.0,94.39953834234045
Winnipeg,5275_46092,3280.9797779516152,41.0,80.02389702321013
Winnipeg,5275_46091,4014.8936275697333,29.0,138.4446078472322
Winnipeg,5275_46090,2407.0191393544164,27.0,89.14885701312653
Winnipeg,5275_46089,2603.829090269146,38.0,68.52181816497753
Winnipeg,5275_46088,2683.4527340236737,37.0,72.5257495682074
Winnipeg,5275_46087,6289.926242643418,14.0,449.2804459031013
Winnipeg,5275_46086,3440.435411213749,7.0,491.49077303053554
Winnipeg,5275_46085,165.2731387963049,1.0,165.2731387963049
Winnipeg,5275_46084,0.0,0.0,0.0
Winnipeg,5275_46083,1528.0004466491266,3.0,509.33348221637556
Winnipeg,5275_46082,8873.1349000589,1.0,8873.1349000589
Winnipeg,5275_46081,0.0,0.0,0.0
Winnipeg,5275_46080,1822.2691694878397,14.0,130.1620835348457
Winnipeg,5275_46079,3539.5976472508164,12.0,294.9664706042347
Winnipeg,5275_46078,3420.204176366434,39.0,87.69754298375472
Winnipeg,5275_46077,3446.0358895118534,29.0,118.82882377627081
Winnipeg,5275_46076,3705.086159629398,12.0,308.7571799691165
Winnipeg,5275_46075,2344.02129841207,18.0,130.22340546733722
Winnipeg,5275_46074,2920.5670884316614,7.0,417.22386977595164
Winnipeg,5275_46073,3140.1749158989433,12.0,261.6812429915786
Winnipeg,5275_46072,3156.086523619138,6.0,526.0144206031897
Winnipeg,5275_46071,2824.385424508779,4.0,706.0963561271948
Winnipeg,5275_46070,2639.45382626747,5.0,527.890765253494
Winnipeg,5275_46069,7909.340435866915,9.0,878.8156039852128
Winnipeg,5275_46068,6883.196970017977,14.0,491.6569264298555
Winnipeg,5275_46067,6594.18836784438,21.0,314.00896989735145
Winnipeg,5275_46066,4287.927667303485,14.0,306.2805476645346
Winnipeg,5275_46065,7051.384262148818,7.0,1007.3406088784026
Winnipeg,5275_46064,3385.8858851443406,5.0,677.1771770288681
Winnipeg,5275_46063,612.7761395003924,2.0,306.3880697501962
Winnipeg,5275_46062,0.0,0.0,0.0
Winnipeg,5275_46061,489.2197184995659,1.0,489.2197184995659
Winnipeg,5275_46060,0.0,0.0,0.0
Winnipeg,5275_46059,0.0,0.0,0.0
Winnipeg,5275_46058,843.8048705052527,2.0,421.90243525262633
Winnipeg,5275_46057,3713.9647428816857,11.0,337.6331584437896
Winnipeg,5275_46056,4321.059778892505,6.0,720.1766298154175
Winnipeg,5275_46055,4433.106196158128,23.0,192.74374765904903
Winnipeg,5275_46054,3412.8206640903227,20.0,170.64103320451613
Winnipeg,5275_46053,5373.030768991052,20.0,268.6515384495526
Winnipeg,5275_46052,3230.460142437882,34.0,95.01353360111418
Winnipeg,5275_46051,3533.670815074335,38.0,92.9913372387983
Winnipeg,5275_46050,4381.283263291458,24.0,182.55346930381074
Winnipeg,5275_46049,3836.183930262532,32.0,119.88074782070413
Winnipeg,5275_46048,3049.8398799793335,60.0,50.83066466632223
Winnipeg,5275_46047,3061.7025039329246,41.0,74.6756708276323
Winnipeg,5275_46046,2922.395806639991,60.0,48.70659677733318
Winnipeg,5275_46045,3114.4616879132354,57.0,54.63967873531992
Winnipeg,5275_46044,2320.988955168393,45.0,51.577532337075404
Winnipeg,5275_46043,1795.9594974716117,19.0,94.52418407745324
Winnipeg,5275_46042,852.3855731160318,8.0,106.54819663950397
Winnipeg,5275_46041,2842.7846416474285,17.0,167.2226259792605
Winnipeg,5275_46040,2308.4471451662125,13.0,177.57285732047788
Winnipeg,5275_46039,2641.825133150417,11.0,240.16592119549247
Winnipeg,5275_46038,2038.9976731164274,3.0,679.6658910388091
Winnipeg,5275_46037,703.0901393750777,3.0,234.36337979169255
Winnipeg,5275_46036,88.3199097802752,1.0,88.3199097802752
Winnipeg,5275_46035,734.9956965754102,3.0,244.99856552513674
Winnipeg,5275_46034,0.0,0.0,0.0
Winnipeg,5275_46033,457.87997919150195,11.0,41.6254526537729
Winnipeg,5275_46032,1415.2181019584862,22.0,64.32809554356756
Winnipeg,5275_46031,3043.9829080729037,51.0,59.685939373978506
Winnipeg,5275_46030,2424.137153053597,37.0,65.51722035279992
Winnipeg,5275_46029,2540.658741940503,44.0,57.74224413501144
Winnipeg,5275_46028,2442.9064998951335,42.0,58.16444047369365
Winnipeg,5275_46027,1852.1228758273382,25.0,74.08491503309352
Winnipeg,5275_46026,1955.5001759640072,26.0,75.2115452293849
Winnipeg,5275_46025,2995.9868184716465,45.0,66.57748485492547
Winnipeg,5275_46024,2490.290841573354,31.0,80.33196263139853
Winnipeg,5275_46023,2212.9692925764357,31.0,71.38610621214309
Winnipeg,5275_46022,1346.5549540247737,16.0,84.15968462654835
Winnipeg,5275_46021,0.0,0.0,0.0
Winnipeg,5275_46020,4616.5254577878895,10.0,461.652545778789
Winnipeg,5275_46019,3829.8375754584617,21.0,182.37321787897437
Winnipeg,5275_46018,4274.212439665074,25.0,170.96849758660298
Winnipeg,5275_46017,3140.6757576707223,26.0,120.79522144887393
Winnipeg,5275_46016,2258.862668464777,17.0,132.87427461557513
Winnipeg,5275_46015,2387.554798418617,8.0,298.4443498023271
Winnipeg,5275_46014,1532.1695516704506,10.0,153.21695516704506
Winnipeg,5275_46013,1713.6741275494887,21.0,81.603529883309
Winnipeg,5275_46012,2340.427887175406,18.0,130.02377150974476
Winnipeg,5275_46011,2802.1191518982137,15.0,186.8079434598809
Winnipeg,5275_46010,2630.14111940353,4.0,657.5352798508825
Winnipeg,5275_46009,2276.1317221366585,6.0,379.3552870227764
Winnipeg,5275_46008,1834.2115681201592,5.0,366.8423136240318
Winnipeg,5275_46007,3416.0259747118125,7.0,488.0037106731161
Winnipeg,5275_46006,4588.400449988313,7.0,655.485778569759
Winnipeg,5275_46005,4820.0879805464765,3.0,1606.695993515492
Winnipeg,5275_46004,3606.898001568983,3.0,1202.2993338563276
Winnipeg,5275_46003,6944.23933821198,1.0,6944.23933821198
Winnipeg,5275_46002,0.0,0.0,0.0
Winnipeg,5275_46001,0.0,0.0,0.0
Winnipeg,5275_46000,1296.2402260701315,3.0,432.0800753567105
Winnipeg,5275_45999,2305.918031863336,9.0,256.2131146514818
Winnipeg,5275_45998,4258.196332985365,6.0,709.6993888308942
Winnipeg,5275_45997,5397.680737837798,4.0,1349.4201844594495
Winnipeg,5275_45996,2424.3552330198077,11.0,220.39593027452796
Winnipeg,5275_45995,1229.680264610046,5.0,245.9360529220092
Winnipeg,5275_45994,0.0,0.0,0.0
Winnipeg,5275_45993,0.0,0.0,0.0
Winnipeg,5275_45992,0.0,0.0,0.0
Winnipeg,5275_45991,3948.9761117617027,9.0,438.7751235290781
Winnipeg,5275_45990,598.813604031418,3.0,199.60453467713933
Winnipeg,5275_45989,546.1283660824494,2.0,273.0641830412247
Winnipeg,5275_45988,0.0,0.0,0.0
Winnipeg,5275_45987,734.8418769356898,3.0,244.9472923118966
Winnipeg,5275_45986,0.0,0.0,0.0
Winnipeg,5275_45985,1017.1565246663553,1.0,1017.1565246663553
Winnipeg,5275_45984,18.251868015812942,1.0,18.251868015812942
Winnipeg,5275_45983,0.0,0.0,0.0
Winnipeg,5275_45982,280.95894992052376,8.0,35.11986874006547
Winnipeg,5275_45981,1674.0452612757608,28.0,59.7873307598486
Winnipeg,5275_45980,1426.5010552358087,16.0,89.15631595223805
Winnipeg,5275_45979,3551.7914220021294,19.0,186.936390631691
Winnipeg,5275_45978,3366.692211514297,13.0,258.9763239626382
Winnipeg,5275_45977,2856.4950145362395,8.0,357.06187681702994
Winnipeg,5275_45976,0.0,0.0,0.0
Winnipeg,5275_45975,1803.641728176751,9.0,200.40463646408344
Winnipeg,5275_45974,2544.462149437447,13.0,195.72785764903438
Winnipeg,5275_45973,2655.632502471015,26.0,102.13971163350058
Winnipeg,5275_45972,2311.9380581266046,26.0,88.92069454333094
